	Silent/kb	TotMissense	TotSplicing	TotLOF	Missense/kb	LOF/kb	LOF/silent	Splicing/silent	Missense/silent	Hifi/Lofi	LOF/benign	Splicing/benign	Missense/benign	Hifi/benign	avgPolyphen2	LOF/tot	Missense/tot	Splicing/tot	LOF/missense	Mifi/kb	Nonstop/kb	Inframe/kb	Complex/kb	Compound/benign	Compound/kB	Damaging/kb	Damaging/benign	Damaging/Lofi	MissenseEntr	HiMisFreq	FSEntr	HiFSFreq	SplicEntr	HiSplicFreq	NonsenseEntr	HiNonsenseFreq	TotMifi	Label
TCEB3B	0.0017683465959328027	2	0	0	0.0008841732979664014	0.0	0.0	0.0	0.5	42.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0008841732979664014	0.0	0.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
TPM3_ENST00000368531	0.0	3	0	0	0.004032258064516129	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.004032258064516129	0.0	210.0	42.0	0.05663301226513251	0.6666666666666666	0	0	0	0	0	0	0	Unlabeled
MIA3	0.00017470300489168413	5	0	0	0.0008735150244584207	0.0	0.0	0.0	5.0	42.0	0.0	0.0	5.0	1.0	0.867	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0008735150244584207	0.00017470300489168413	1.0	42.0	-2.220446049250313e-16	0.2	0	0	0	0	0	0	0	Unlabeled
DTX1	0.0	2	0	0	0.0010735373054213634	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0010735373054213634	0.0	210.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MDGA2_ENST00000439988	0.0004578754578754579	6	0	0	0.0027472527472527475	0.0	0.0	0.0	6.0	42.0	0.0	0.0	6.0	1.0	0.982	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0027472527472527475	0.0004578754578754579	1.0	42.0	0.04872750339269394	0.16666666666666666	0	0	0	0	0	0	0	Unlabeled
SLCO1B3	0.000948316737790422	3	0	2	0.001422475106685633	0.000948316737790422	1.0	0.0	1.5	42.0	1.0	0.0	1.5	0.5	1.0	0.2857142857142857	0.42857142857142855	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.5	0.001422475106685633	0.000474158368895211	0.5	42.0	0.05663301226513251	0.6666666666666666	0.0	0.5	0	0	0	0	0	Unlabeled
FBXO15_ENST00000419743	0.0	2	0	1	0.001304631441617743	0.0006523157208088715	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.0	0.0	0.0	210.0	0.001304631441617743	0.0	210.0	42.0	0.0	0.5	0.0	1.0	0	0	0	0	0	Unlabeled
PCGF6	0.0	2	0	0	0.001899335232668566	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.000949667616334283	0.0	210.0	0.002849002849002849	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SCRN1_ENST00000434476	0.0007662835249042146	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
DPP9	0.0003429355281207133	1	0	0	0.0003429355281207133	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0003429355281207133	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HKDC1_ENST00000395086	0.0	1	0	0	0.0004130524576621231	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0004130524576621231	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
OR7G3	0.0	2	0	4	0.002129925452609159	0.004259850905218318	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.6666666666666666	0.3333333333333333	0.0	2.0	0.0	0.0	0.0	0.0	210.0	0.002129925452609159	0.0	210.0	42.0	0.0	0.5	0.130812035941137	0.75	0	0	0	0	0	Unlabeled
PHF20	0.0009871668311944718	2	0	0	0.0006581112207963146	0.0	0.0	0.0	0.6666666666666666	42.0	0.0	0.0	0.6666666666666666	0.0	0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0006581112207963146	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
EFNA4_ENST00000427683	0.0	2	0	0	0.003205128205128205	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.003205128205128205	0.0	210.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
GDF5OS_ENST00000374375	0.0	1	0	1	0.0013280212483399733	0.0013280212483399733	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	210.0	0.0013280212483399733	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
GFOD2	0.0008635578583765112	1	0	0	0.0008635578583765112	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0008635578583765112	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CD8B_ENST00000393759	0.0015015015015015015	3	0	0	0.0045045045045045045	0.0	0.0	0.0	3.0	42.0	0.0	0.0	3.0	2.0	0.9550000000000001	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0045045045045045045	0.003003003003003003	2.0	42.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
ZNHIT6	0.0	1	0	0	0.0007077140835102619	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0007077140835102619	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RUFY2_ENST00000342616	0.0	1	0	0	0.001430615164520744	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.001430615164520744	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
OR1D5_ENST00000575751	0.0	3	0	0	0.003194888178913738	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.003194888178913738	0.0	210.0	42.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
RANGRF	0.0	1	0	0	0.0017825311942959	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0017825311942959	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PDE10A_ENST00000539869	0.0	2	0	0	0.0008438818565400844	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0008438818565400844	0.0	210.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
CES2	0.0005341880341880342	1	0	0	0.0005341880341880342	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005341880341880342	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GRIA2_ENST00000264426	0.0015082956259426848	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0003770739064856712	0.0	0.25	0.0003770739064856712	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
METTL2B	0.0	1	0	0	0.0008795074758135445	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0008795074758135445	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C1QTNF4	0.0	1	0	0	0.00101010101010101	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.00101010101010101	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KCNMB4	0.0	1	0	0	0.001579778830963665	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0.437	0.0	1.0	0.0	0.0	0.001579778830963665	0.0	0.0	0.0	210.0	0.001579778830963665	0.001579778830963665	210.0	42.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
SLC41A3_ENST00000315891	0.0	0	0	2	0.0	0.0013123359580052493	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	1.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	210.0	42.0	0	0	0.0	1.0	0	0	0	0	0	Unlabeled
PCDHB4	0.001256281407035176	10	0	0	0.0041876046901172526	0.0	0.0	0.0	3.3333333333333335	42.0	0.0	0.0	3.3333333333333335	1.0	0.9836666666666667	0.0	0.7692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	3.3333333333333335	0.0041876046901172526	0.001256281407035176	1.0	42.0	4.440892098500626e-16	0.1	0	0	0	0	0	0	0	Unlabeled
MTMR11_ENST00000439741	0.00046948356807511736	4	0	0	0.0018779342723004694	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.118	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0014084507042253522	0.0	0.0	0.0	0.05889151782819191	0.25	0	0	0	0	0	0	0	Unlabeled
UTS2_ENST00000361696	0.0026666666666666666	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
KIAA1958_ENST00000374244	0.0	1	0	0	0.0004510599909788002	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0.99	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0004510599909788002	0.0004510599909788002	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
AC005754.1_ENST00000539533	0.0005668934240362812	1	0	0	0.0005668934240362812	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005668934240362812	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
STK4	0.0	1	0	0	0.0006830601092896175	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0006830601092896175	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RSPRY1	0.0	1	0	0	0.0005777007510109763	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0005777007510109763	0.0005777007510109763	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SOGA1_ENST00000237536	0.00040112314480545525	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
PARD6G	0.0008841732979664014	1	0	0	0.0008841732979664014	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0.454	0.0	0.5	0.0	0.0	0.0008841732979664014	0.0	0.0	0.0	1.0	0.0008841732979664014	0.0008841732979664014	1.0	42.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
SIN3B	0.00028661507595299513	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
ARC	0.0008396305625524769	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
ZNF10	0.0011614401858304297	5	0	0	0.0029036004645760743	0.0	0.0	0.0	2.5	42.0	0.0	0.0	2.5	0.0	0	0.0	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0029036004645760743	0.0	0.0	42.0	0.043692120681965596	0.2	0	0	0	0	0	0	0	Unlabeled
TAB1	0.0006600660066006601	5	0	0	0.0033003300330033004	0.0	0.0	0.0	5.0	42.0	0.0	0.0	5.0	0.0	0	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0033003300330033004	0.0	0.0	42.0	0.05411532090976823	0.4	0	0	0	0	0	0	0	Unlabeled
EPHB4	0.00033738191632928474	1	0	2	0.00033738191632928474	0.0006747638326585695	2.0	0.0	1.0	0.0	1.0	0.0	0.5	0.0	0.048	0.5	0.25	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
ASB10_ENST00000420175	0.0	2	0	0	0.0014245014245014246	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0014245014245014246	0.0	210.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
C10orf68	0.0	2	0	2	0.0010598834128245894	0.0010598834128245894	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	210.0	0.0010598834128245894	0.0	210.0	42.0	0.0	1.0	0.0	1.0	0	0	0.0	1.0	0	Unlabeled
ADPRHL1	0.0009389671361502347	1	0	0	0.0009389671361502347	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0009389671361502347	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SKAP2_ENST00000432747	0.0	1	0	0	0.002638522427440633	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.002638522427440633	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
DLG1_ENST00000419354	0.00036832412523020257	4	0	0	0.0014732965009208103	0.0	0.0	0.0	4.0	42.0	0.0	0.0	4.0	0.0	0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0014732965009208103	0.0	0.0	42.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
A4GALT	0.0009416195856873823	1	0	0	0.0009416195856873823	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0009416195856873823	0.0	0.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
H2BFWT	0.0	3	0	0	0.005681818181818182	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.005681818181818182	0.0	210.0	42.0	0.05663301226513251	0.6666666666666666	0	0	0	0	0	0	0	Unlabeled
SMAP1_ENST00000370455	0.0	1	0	0	0.0007122507122507123	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0007122507122507123	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RB1_ENST00000267163	0.0003588087549336204	5	0	21	0.001794043774668102	0.007534983853606028	21.0	0.0	5.0	42.0	21.0	0.0	5.0	0.0	0	0.7777777777777778	0.18518518518518517	0.0	4.2	0.0	0.0	0.0	0.0	5.0	0.001794043774668102	0.0	0.0	42.0	0.043692120681965596	0.2	0.0	1.0	0	0	0.18431397028178198	0.05	0	Unlabeled
RND3	0.0	1	0	0	0.0013605442176870747	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0.448	0.0	1.0	0.0	0.0	0.0013605442176870747	0.0	0.0	0.0	210.0	0.0013605442176870747	0.0013605442176870747	210.0	42.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
ZNF142_ENST00000411696	0.0005924170616113745	3	0	0	0.0005924170616113745	0.0	0.0	0.0	1.0	42.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005924170616113745	0.0	0.0	42.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
SOS1	0.0	5	0	0	0.0012493753123438282	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0.7755000000000001	0.0	1.0	0.0	0.0	0.0002498750624687656	0.0	0.0	0.0	210.0	0.0012493753123438282	0.0004997501249375312	210.0	42.0	-2.220446049250313e-16	0.2	0	0	0	0	0	0	1	Unlabeled
EDC4	0.00023775558725630053	2	0	0	0.00047551117451260106	0.0	0.0	0.0	2.0	42.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.00047551117451260106	0.0	0.0	42.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
RAB32	0.0029498525073746312	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
TPSD1	0.02194787379972565	14	0	1	0.019204389574759947	0.0013717421124828531	0.0625	0.0	0.875	42.0	0.0625	0.0	0.875	0.0	0	0.03225806451612903	0.45161290322580644	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.875	0.019204389574759947	0.0	0.0	42.0	0.034510366830244665	0.2857142857142857	0.0	1.0	0	0	0	0	0	Unlabeled
NSD1	0.0	4	0	0	0.0004943764676801385	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0004943764676801385	0.0	210.0	42.0	0.05889151782819191	0.5	0	0	0	0	0	0	0	Unlabeled
HMGB4	0.0	1	0	0	0.0017825311942959	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0017825311942959	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
DGAT1	0.0	1	0	0	0.0006816632583503749	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0006816632583503749	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HECTD2	0.0	1	0	0	0.000429000429000429	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.000429000429000429	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIAA0141	0.0	1	0	0	0.0006459948320413437	0.0	192.0	192.0	192.0	0.0	0.0	0.0	1.0	0.0	0.004	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SRRM1_ENST00000447431	0.0003635041802980734	3	0	0	0.0010905125408942203	0.0	0.0	0.0	3.0	42.0	0.0	0.0	3.0	1.0	0.987	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0010905125408942203	0.0003635041802980734	1.0	42.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
TOLLIP	0.0	1	0	0	0.0012121212121212121	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0012121212121212121	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TRIM37	0.0	1	0	0	0.0003454231433506045	0.0	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0003454231433506045	0.0	210.0	42.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GATAD2A_ENST00000404158	0.0005249343832020997	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
THSD4	0.0006542361792607131	4	0	0	0.0013084723585214263	0.0	0.0	0.0	2.0	42.0	0.0	0.0	2.0	0.0	0.342	0.0	0.6666666666666666	0.0	0.0	0.00032711808963035657	0.0	0.0	0.0	2.0	0.0013084723585214263	0.00032711808963035657	0.5	42.0	0.05889151782819191	0.5	0	0	0	0	0	0	1	Unlabeled
HEATR1	0.0006216006216006216	8	0	0	0.0012432012432012432	0.0	0.0	0.0	2.0	42.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0012432012432012432	0.0	0.0	42.0	0.12429753579876013	0.375	0	0	0	0	0	0	0	Unlabeled
SAT1	0.001937984496124031	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
LAMB1	0.0005595970900951316	5	0	1	0.0009326618168252192	0.00018653236336504383	0.3333333333333333	0.0	1.6666666666666667	42.0	0.3333333333333333	0.0	1.6666666666666667	0.0	0	0.1111111111111111	0.5555555555555556	0.0	0.2	0.0	0.0	0.0	0.0	1.6666666666666667	0.0009326618168252192	0.0	0.0	42.0	-2.220446049250313e-16	0.2	0	0	0	0	0.0	1.0	0	Unlabeled
SLC38A6_ENST00000354886	0.0006385696040868455	0	0	0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0	0	0	0	0	0	0	0	0	Unlabeled
MMAA	0.0	0	0	1	0.0	0.0007955449482895784	192.0	192.0	192.0	42.0	210.0	210.0	210.0	210.0	0	1.0	0.0	0.0	842.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	210.0	42.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
